,enumeration_type,number,last_updated_epoch,created_epoch,other_names,addresses,taxonomies,identifiers,basic.organization_name,basic.organizational_subpart,basic.enumeration_date,basic.last_updated,basic.status,basic.authorized_official_first_name,basic.authorized_official_last_name,basic.authorized_official_middle_name,basic.authorized_official_telephone_number,basic.authorized_official_title_or_position,basic.authorized_official_name_prefix,basic.name,basic.first_name,basic.last_name,basic.middle_name,basic.credential,basic.sole_proprietor,basic.gender,basic.name_prefix,basic.authorized_official_credential,basic.certification_date,basic.authorized_official_name_suffix,basic.name_suffix,practiceLocations,endpoints,basic.parent_organization_ein,basic.parent_organization_legal_business_name,basic.reactivation_date,basic.deactivation_date
26,NPI-1,1770932808,1521504000,1465430400,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '2801 S OLIVE ST', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716035433', 'telephone_number': '870-663-4180'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '1165 ARROWHEAD RD', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716039443', 'telephone_number': '870-543-0529'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': False, 'state': 'TX', 'license': '32331'}, {'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': 'AR', 'license': '4095'}]",[],,,2016-06-09,2018-03-20,A,,,,,,,WALLACE DUSTIN,DUSTIN,WALLACE,GUY,DDS,YES,M,DR.,,,,,,,,,,
27,NPI-2,1255634291,1292284800,1292284800,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '2801 S OLIVE ST', 'address_2': 'SUITE 33B', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716035433', 'telephone_number': '870-534-2131', 'fax_number': '870-534-2175'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '2801 S OLIVE ST', 'address_2': 'SUITE 33B', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716035433', 'telephone_number': '870-534-2131', 'fax_number': '870-534-2175'}]","[{'code': '1223S0112X', 'desc': 'Dentist Oral and Maxillofacial Surgery', 'primary': True, 'state': 'AR', 'license': '3802', 'taxonomy_group': '193400000X SINGLE SPECIALTY  GROUP'}]",[],BURRIS-DAKE ORAL SURGERY,NO,2010-12-14,2010-12-14,A,BENJAMIN,BURRIS,G,870-534-2131,SOLE MANAGER,DR.,BURRIS-DAKE ORAL SURGERY,,,,,,,,DDS,,,,,,,,,
28,NPI-2,1215139464,1598086323,1180656000,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3024 S OLIVE ST', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716035438', 'telephone_number': '870-536-2650', 'fax_number': '870-536-3820'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '3024 S OLIVE ST', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716035438', 'telephone_number': '870-536-2650', 'fax_number': '870-536-3820'}]","[{'code': '1223X0400X', 'desc': 'Dentist Orthodontics and Dentofacial Orthopedics', 'primary': True, 'state': 'AR', 'license': '2165', 'taxonomy_group': '193400000X SINGLE SPECIALTY  GROUP'}]",[],"W.JIM MOORE, JR. D.D.S.,LTD.",NO,2007-06-01,2020-08-22,A,W.,MOORE,JIM,870-536-2650,OWNER,DR.,"W.JIM MOORE, JR. D.D.S.,LTD.",,,,,,,,"D.D.S., M.S.D.",,JR.,,,,,,,
29,NPI-1,1023159332,1183852800,1170979200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3900 S OLIVE ST', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716036745', 'telephone_number': '870-536-6430'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '3900 S OLIVE ST', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716036745', 'telephone_number': '870-536-6430'}]","[{'code': '1223X0400X', 'desc': 'Dentist Orthodontics and Dentofacial Orthopedics', 'primary': True, 'state': 'AR', 'license': '1983'}]",[],,,2007-02-09,2007-07-08,A,,,,,,,MCDONALD FRED,FRED,MCDONALD,TUCKER,"DDS,MSD",NO,M,DR.,,,,,,,,,,
30,NPI-2,1194866418,1598086323,1170979200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3900 S OLIVE ST', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716036745', 'telephone_number': '870-536-6430'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '3900 S OLIVE ST', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716036745', 'telephone_number': '879-036-6430'}]","[{'code': '1223X0400X', 'desc': 'Dentist Orthodontics and Dentofacial Orthopedics', 'primary': True, 'state': 'AR', 'license': '1983', 'taxonomy_group': '193400000X SINGLE SPECIALTY  GROUP'}]",[],FT MCDONALD DDS LTD,NO,2007-02-09,2020-08-22,A,FRED,MCDONALD,,870-536-6430,PRESIDENT,,FT MCDONALD DDS LTD,,,,,,,,,,,,,,,,,
31,NPI-1,1013119676,1183852800,1180915200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3721 S OLIVE ST', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716036756', 'telephone_number': '870-536-6917', 'fax_number': '870-536-4404'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '3721 S OLIVE ST', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716036756', 'telephone_number': '870-536-6917', 'fax_number': '870-536-4404'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': 'AR', 'license': '3608'}]",[],,,2007-06-04,2007-07-08,A,,,,,,,TAYLOR CHARLES,CHARLES,TAYLOR,GARRETT,DDS,YES,M,DR.,,,,II,,,,,,
32,NPI-1,1457805376,1503964800,1470700800,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3721 S OLIVE ST STE B', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716036756', 'telephone_number': '870-536-9800'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '3721 S OLIVE ST', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716036756', 'telephone_number': '#(870) 536-9800'}]","[{'code': '122300000X', 'desc': 'Dentist', 'primary': False, 'state': 'TN', 'license': '10363'}, {'code': '122300000X', 'desc': 'Dentist', 'primary': True, 'state': 'AR', 'license': '4029'}]",[],,,2016-08-09,2017-08-29,A,,,,,,,HERRING BRENT,BRENT,HERRING,,DDS,NO,M,DR.,,,,,,,,,,
33,NPI-1,1770565921,1183852800,1132012800,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '1406 W 42ND AVE', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716037003', 'telephone_number': '870-535-1115', 'fax_number': '870-535-3222'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '1406 W 42ND AVE', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716037003', 'telephone_number': '870-535-1115', 'fax_number': '870-535-3222'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': 'AR', 'license': '2555'}]",[],,,2005-11-15,2007-07-08,A,,,,,,,KOSMITIS KIM,KIM,KOSMITIS,,D.D.S.,NO,M,DR.,,,,,,,,,,
34,NPI-1,1881700995,1183852800,1156204800,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '1400 W 42ND AVE', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716037003', 'telephone_number': '870-541-0136'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '1400 W 42ND AVE', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716037003', 'telephone_number': '870-541-0136'}]","[{'code': '122300000X', 'desc': 'Dentist', 'primary': True, 'state': 'AR', 'license': '2521'}]",[],,,2006-08-22,2007-07-08,A,,,,,,,FOSTER JOEL,JOEL,FOSTER,F.,D.D.S.,YES,M,DR.,,,,,,,,,,
35,NPI-1,1841762200,1545830501,1545782400,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '1400 W 42ND AVE', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716037003', 'telephone_number': '615-480-9035'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '1400 W 42ND AVE', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716037003'}]","[{'code': '122300000X', 'desc': 'Dentist', 'primary': True, 'state': 'AR', 'license': '4330'}]",[],,,2018-12-26,2018-12-26,A,,,,,,,ELASSOULI ABDULLAH,ABDULLAH,ELASSOULI,SUFIAN,DDS,NO,M,,,,,,,,,,,
36,NPI-1,1457880361,1521244800,1496707200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '1400 W 42ND AVE', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716037003', 'telephone_number': '870-541-0136', 'fax_number': '501-764-4111'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '715 MILITARY RD', 'address_2': '', 'city': 'BENTON', 'state': 'AR', 'postal_code': '720153310', 'telephone_number': '501-483-3939', 'fax_number': '501-764-4111'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': 'AR', 'license': '4180'}]",[],,,2017-06-06,2018-03-17,A,,,,,,,WOODS MATTHEW,MATTHEW,WOODS,,,NO,M,,,,,,"[{'address_type': 'DOM', 'address_1': '216 E CARPENTER ST', 'address_2': '', 'city': 'BENTON', 'state': 'AR', 'postal_code': '720153418', 'country_code': 'US', 'country_name': 'United States', 'fax_number': '501-764-4111', 'telephone_number': '501-315-1512', 'update_date': '2017-06-06 09:39'}, {'address_type': 'DOM', 'address_1': '7400 N HILLS BLVD', 'address_2': '', 'city': 'NORTH LITTLE ROCK', 'state': 'AR', 'postal_code': '721164539', 'country_code': 'US', 'country_name': 'United States', 'fax_number': '501-764-4111', 'telephone_number': '501-835-4567', 'update_date': '2017-06-06 09:39'}, {'address_type': 'DOM', 'address_1': '9035 E SANDIDGE RD', 'address_2': '', 'city': 'OLIVE BRANCH', 'state': 'MS', 'postal_code': '386543520', 'country_code': 'US', 'country_name': 'United States', 'fax_number': '501-764-4111', 'telephone_number': '662-895-7338', 'update_date': '2017-06-06 09:39'}, {'address_type': 'DOM', 'address_1': '1400 W CENTER ST', 'address_2': '', 'city': 'SHERIDAN', 'state': 'AR', 'postal_code': '721508427', 'country_code': 'US', 'country_name': 'United States', 'fax_number': '501-764-4111', 'telephone_number': '870-942-2822', 'update_date': '2017-06-06 09:39'}, {'address_type': 'DOM', 'address_1': '230 PINE BLUFF ST', 'address_2': '', 'city': 'MALVERN', 'state': 'AR', 'postal_code': '721044228', 'country_code': 'US', 'country_name': 'United States', 'fax_number': '501-764-4111', 'telephone_number': '501-337-4908', 'update_date': '2017-06-06 09:39'}]",,,,,
37,NPI-2,1548700719,1550223395,1488844800,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '1400 W 42ND AVE', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716037003', 'telephone_number': '870-541-0136', 'fax_number': '501-764-4111'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': 'PO BOX 241785', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722230014', 'telephone_number': '501-205-1084'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': '', 'license': '', 'taxonomy_group': '193400000X SINGLE SPECIALTY  GROUP'}]",[],"PINE BLUFF DENTAL CENTER, PLLC",NO,2017-03-07,2019-02-15,A,CHAD,MATONE,,501-205-1084,OWNER/DENTIST,,"PINE BLUFF DENTAL CENTER, PLLC",,,,,,,,DDS,,,,,,,,,
38,NPI-2,1053525642,1598086323,1178755200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '4301 S MULBERRY ST STE A', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716037005', 'telephone_number': '870-535-5616', 'fax_number': '870-535-5628'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '4301 S MULBERRY ST STE A', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716037005', 'telephone_number': '870-535-5616', 'fax_number': '870-535-5628'}]","[{'code': '1223X0400X', 'desc': 'Dentist Orthodontics and Dentofacial Orthopedics', 'primary': True, 'state': 'AR', 'license': '3430', 'taxonomy_group': '193400000X SINGLE SPECIALTY  GROUP'}]",[],"JASON TIMMONS, DDS, PA",NO,2007-05-10,2020-08-22,A,JASON,TIMMONS,ERIC,870-535-5616,ORTHODONTIST,DR.,"JASON TIMMONS, DDS, PA",,,,,,,,DDS,,,,,,,,,
39,NPI-1,1235347303,1183852800,1179619200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '4301 S MULBERRY ST', 'address_2': 'SUITE A', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716037017', 'telephone_number': '870-535-5616'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '6 HILLCROFT ST', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716037312', 'telephone_number': '870-534-8231'}]","[{'code': '1223X0400X', 'desc': 'Dentist Orthodontics and Dentofacial Orthopedics', 'primary': True, 'state': 'AR', 'license': 'PERS.1682- CORP.291'}]",[],,,2007-05-20,2007-07-08,A,,,,,,,RYBURN HARRY,HARRY,RYBURN,L.,D.D.S.,NO,M,DR.,,,,,,,,,,
40,NPI-1,1104908128,1611336327,1161216000,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '1242 W 42ND AVE', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716037109', 'telephone_number': '870-535-0301', 'fax_number': '870-535-5724'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '1242 W 42ND AVE', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716037109', 'telephone_number': '870-535-0301', 'fax_number': '870-535-5724'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': 'AR', 'license': '2567'}]",[],,,2006-10-19,2021-01-22,A,,,,,,,SHEPHERD WILLIAM,WILLIAM,SHEPHERD,T,D.D.S.,YES,M,DR.,,2021-01-22,,,,,,,,
41,NPI-1,1962420067,1183852800,1153094400,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '550 W 46TH AVE', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716037134', 'telephone_number': '870-536-4567', 'fax_number': '870-536-3580'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '550 W 46TH AVE', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716037134', 'telephone_number': '870-536-4567', 'fax_number': '870-536-3580'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': 'AR', 'license': '2047'}]","[{'identifier': '58101', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'AR BLUE CROSS BLUE SHEILD'}, {'identifier': '98892', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'UNITED CONCORDIA PROVIDER'}]",,,2006-07-17,2007-07-08,A,,,,,,,COLCLASURE RAY,RAY,COLCLASURE,E,D.D.S.,YES,M,DR.,,,,,,,,,,
42,NPI-1,1598085318,1404691200,1275523200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '550 W 46TH AVE', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716037134', 'telephone_number': '870-536-4567'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '550 W 46TH AVE', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716037134', 'telephone_number': '870-536-4567'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': 'AR', 'license': '3768'}]",[],,,2010-06-03,2014-07-07,A,,,,,,,BEENE TAD,TAD,BEENE,L.,D.D.S.,YES,M,DR.,,,,,,,,,,
43,NPI-1,1588927941,1474622418,1340150400,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '1301 RIDGWAY RD STE 2B', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716037608', 'telephone_number': '870-535-8600'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '1301 RIDGWAY RD STE 2B', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716037608', 'telephone_number': '901-359-6251'}]","[{'code': '122300000X', 'desc': 'Dentist', 'primary': False, 'state': 'AR', 'license': '3877'}, {'code': '1223P0221X', 'desc': 'Dentist Pediatric Dentistry', 'primary': True, 'state': 'AR', 'license': '3877'}]",[],,,2012-06-20,2016-09-23,A,,,,,,,JONES DAVID,DAVID,JONES,KEITH,DDS,YES,M,,,,,,,,,,,
44,NPI-1,1376550038,1183852800,1154476800,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '1301 RIDGWAY RD', 'address_2': 'SUITE 2-B', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716037611', 'telephone_number': '870-535-8600', 'fax_number': '870-535-1266'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '1301 RIDGWAY RD', 'address_2': 'SUITE 2-B', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716037611', 'telephone_number': '870-535-8600', 'fax_number': '870-535-1266'}]","[{'code': '1223P0221X', 'desc': 'Dentist Pediatric Dentistry', 'primary': True, 'state': 'AR', 'license': '2996'}]",[],,,2006-08-02,2007-07-08,A,,,,,,,WAMBLE SUSAN,SUSAN,WAMBLE,HOGGARD,D.D.S. M.S.,YES,F,DR.,,,,,,,,,,
45,NPI-2,1356898191,1473424028,1473379200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '1301 RIDGWAY RD', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716037611', 'telephone_number': '870-535-8600'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '1301 RIDGWAY RD', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '716037611', 'telephone_number': '870-535-8600'}]","[{'code': '1223P0221X', 'desc': 'Dentist Pediatric Dentistry', 'primary': True, 'state': 'AR', 'license': '3877', 'taxonomy_group': '193400000X SINGLE SPECIALTY  GROUP'}]","[{'identifier': '193061608', 'code': '05', 'desc': 'MEDICAID', 'state': 'AR', 'issuer': ''}]",SMALL BITES,NO,2016-09-09,2016-09-09,A,DAVID,JONES,KEITH,901-359-6251,PEDIATRIC DENTIST,,SMALL BITES,,,,,,,,DDS,,,,,,,,,
46,NPI-1,1346634813,1525910400,1427068800,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '930 15TH ST', 'address_2': '', 'city': 'BATESVILLE', 'state': 'AR', 'postal_code': '725015827', 'telephone_number': '870-262-8118', 'fax_number': '870-262-8120'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '930 15TH ST', 'address_2': '', 'city': 'BATESVILLE', 'state': 'AR', 'postal_code': '725015827', 'telephone_number': '870-262-8118', 'fax_number': '870-262-8120'}]","[{'code': '122300000X', 'desc': 'Dentist', 'primary': False, 'state': 'AR', 'license': '4189'}, {'code': '1223P0221X', 'desc': 'Dentist Pediatric Dentistry', 'primary': True, 'state': 'AR', 'license': '4189'}]",[],,,2015-03-23,2018-05-10,A,,,,,,,MILTON LESLEY,LESLEY,MILTON,ANN,DDS,NO,F,MS.,,,,,"[{'address_type': 'DOM', 'address_1': '1301 RIDGWAY RD., STE. 2B', 'address_2': '', 'city': 'PINE BLUFF', 'state': 'AR', 'postal_code': '71603', 'country_code': 'US', 'country_name': 'United States', 'fax_number': '870-535-1266', 'telephone_number': '870-535-8600', 'update_date': '2018-05-10 15:07'}]",,,,,
